Region,Notes,Location code,Type of data,Year,Numero de Migrantes,Género
  Southern Europe,0,925,0,2000.2,3992732,Mujeres
   Albania,0,8,B,2000.2,40705,Mujeres
   Andorra,0,20,C,2000.2,20054,Mujeres
   Bosnia and Herzegovina,0,70,I R,2000.2,43261,Mujeres
   Croatia,0,191,B,2000.2,310475,Mujeres
   Gibraltar*,11,292,B,2000.2,4189,Mujeres
   Greece,0,300,B,2000.2,551871,Mujeres
   Holy See*,0,336,I,2000.2,411,Mujeres
   Italy,0,380,B,2000.2,1144997,Mujeres
   Malta,0,470,B,2000.2,11232,Mujeres
   Montenegro,0,499,B,2000.2,0,Mujeres
   North Macedonia,0,807,B,2000.2,73280,Mujeres
   Portugal,0,620,B,2000.2,331153,Mujeres
   San Marino,0,674,C,2000.2,1870,Mujeres
   Serbia*,0,688,B,2000.2,540271,Mujeres
   Slovenia,0,705,B,2000.2,99736,Mujeres
   Spain*,0,724,B,2000.2,819227,Mujeres
  Western Europe,0,926,0,2000.2,10434448,Mujeres
   Austria,0,40,B,2000.2,518229,Mujeres
   Belgium,0,56,B,2000.2,632093,Mujeres
   France*,12,250,B,2000.2,3185929,Mujeres
   Germany,0,276,B,2000.2,4488965,Mujeres
   Liechtenstein,0,438,B,2000.2,7503,Mujeres
   Luxembourg,0,442,B,2000.2,70464,Mujeres
   Monaco,0,492,B,2000.2,11329,Mujeres
   Netherlands*,13,528,B,2000.2,791035,Mujeres
   Switzerland,0,756,B,2000.2,728901,Mujeres
 LATIN AMERICA AND THE CARIBBEAN,0,904,0,2000.2,3273509,Mujeres
  Caribbean,0,915,0,2000.2,589189,Mujeres
   Anguilla*,14,660,B R,2000.2,2153,Mujeres
   Antigua and Barbuda,0,28,B R,2000.2,12755,Mujeres
   Aruba*,15,533,B R,2000.2,16585,Mujeres
   Bahamas,0,44,B R,2000.2,17040,Mujeres
   Barbados,0,52,B R,2000.2,16019,Mujeres
"   Bonaire, Sint Eustatius and Saba*",16,535,B,2000.2,0,Mujeres
   British Virgin Islands*,18,92,B R,2000.2,6572,Mujeres
   Cayman Islands*,19,136,C R,2000.2,9505,Mujeres
   Cuba,0,192,B,2000.2,10333,Mujeres
   Curaçao*,20,531,B R,2000.2,0,Mujeres
   Dominica,0,212,B,2000.2,1768,Mujeres
   Dominican Republic,0,214,B R,2000.2,139603,Mujeres
   Grenada,0,308,B,2000.2,3439,Mujeres
   Guadeloupe*,21,312,B,2000.2,43410,Mujeres
   Haiti,0,332,B R,2000.2,7650,Mujeres
   Jamaica,0,388,B R,2000.2,12449,Mujeres
   Martinique*,22,474,B R,2000.2,29041,Mujeres
   Montserrat*,23,500,B,2000.2,589,Mujeres
   Puerto Rico*,24,630,B,2000.2,186558,Mujeres
   Saint Barthélemy*,0,652,0,2000.2,0,Mujeres
   Saint Kitts and Nevis,0,659,B R,2000.2,2803,Mujeres
   Saint Lucia,0,662,B R,2000.2,4911,Mujeres
   Saint Martin (French part)*,0,663,0,2000.2,0,Mujeres
   Saint Vincent and the Grenadines,0,670,B R,2000.2,2208,Mujeres
   Sint Maarten (Dutch part)*,25,534,B R,2000.2,0,Mujeres
   Trinidad and Tobago,0,780,B R,2000.2,22465,Mujeres
   Turks and Caicos Islands*,26,796,B R,2000.2,4350,Mujeres
   United States Virgin Islands*,27,850,B,2000.2,29881,Mujeres
  Central America,0,916,0,2000.2,552691,Mujeres
   Belize,0,84,B R ,2000.2,17857,Mujeres
   Costa Rica,0,188,B R,2000.2,154148,Mujeres
   El Salvador,0,222,B R,2000.2,16804,Mujeres
   Guatemala,0,320,B R,2000.2,26908,Mujeres
   Honduras,0,340,B R,2000.2,13880,Mujeres
   Mexico,0,484,B R,2000.2,267155,Mujeres
   Nicaragua,0,558,B R,2000.2,14966,Mujeres
   Panama,0,591,B R,2000.2,40973,Mujeres
  South America,0,931,0,2000.2,2131629,Mujeres
   Argentina,0,32,B R,2000.2,822295,Mujeres
   Bolivia (Plurinational State of),0,68,B R,2000.2,44993,Mujeres
   Brazil,0,76,B R,2000.2,318440,Mujeres
   Chile,0,152,B,2000.2,92615,Mujeres
   Colombia,0,170,B,2000.2,53386,Mujeres
   Ecuador,0,218,B R,2000.2,74296,Mujeres
   Falkland Islands (Malvinas)*,28,238,B,2000.2,431,Mujeres
   French Guiana*,29,254,B R,2000.2,37754,Mujeres
   Guyana,0,328,B R,2000.2,3999,Mujeres
   Paraguay,0,600,B R,2000.2,84556,Mujeres
   Peru,0,604,B R,2000.2,33461,Mujeres
   Suriname,0,740,C R,2000.2,12568,Mujeres
   Uruguay,0,858,B R,2000.2,47779,Mujeres
   Venezuela (Bolivarian Republic of),0,862,B R,2000.2,505056,Mujeres
 NORTHERN AMERICA,0,905,0,2000.2,20367878,Mujeres
   Bermuda*,30,60,B,2000.2,9144,Mujeres
   Canada,0,124,B,2000.2,2852779,Mujeres
   Greenland*,31,304,B,2000.2,1985,Mujeres
   Saint Pierre and Miquelon*,32,666,B,2000.2,702,Mujeres
   United States of America*,33,840,B,2000.2,17503268,Mujeres
 OCEANIA ,0,909,0,2000.2,2685066,Mujeres
  Australia and New Zealand,0,927,0,2000.2,2545236,Mujeres
   Australia*,0,36,B,2000.2,2196350,Mujeres
   New Zealand*,34,554,B,2000.2,348886,Mujeres
  Melanesia,0,928,0,2000.2,42330,Mujeres
   Fiji,0,242,B R,2000.2,6118,Mujeres
   New Caledonia*,0,540,B,2000.2,22719,Mujeres
   Papua New Guinea,0,598,C R,2000.2,10430,Mujeres
   Solomon Islands,0,90,B R,2000.2,1757,Mujeres
   Vanuatu,0,548,B R,2000.2,1306,Mujeres
  Micronesia,0,954,0,2000.2,65258,Mujeres
   Guam*,35,316,B,2000.2,35790,Mujeres
   Kiribati,0,296,B,2000.2,1095,Mujeres
   Marshall Islands,0,584,B,2000.2,727,Mujeres
   Micronesia (Fed. States of),0,583,B,2000.2,1395,Mujeres
   Nauru,0,520,C R,2000.2,1111,Mujeres
   Northern Mariana Islands*,36,580,B,2000.2,22735,Mujeres
   Palau,0,585,B,2000.2,2405,Mujeres
  Polynesia*,0,957,0,2000.2,32242,Mujeres
   American Samoa*,0,16,B,2000.2,12014,Mujeres
   Cook Islands*,37,184,B R,2000.2,1233,Mujeres
   French Polynesia*,38,258,B R,2000.2,12725,Mujeres
   Niue*,39,570,B,2000.2,230,Mujeres
   Samoa,0,882,B R,2000.2,2897,Mujeres
   Tokelau*,40,772,B R,2000.2,346,Mujeres
   Tonga,0,776,B R,2000.2,1703,Mujeres
   Tuvalu,0,798,C,2000.2,97,Mujeres
   Wallis and Futuna Islands*,41,876,B R,2000.2,997,Mujeres
 AFRICA,0,903,0,2005.2,7336797,Mujeres
  Eastern Africa,0,910,0,2005.2,2240158,Mujeres
   Burundi,0,108,B R,2005.2,98361,Mujeres
   Comoros,0,174,B,2005.2,6923,Mujeres
   Djibouti,0,262,B R,2005.2,40779,Mujeres
   Eritrea,0,232,I R,2005.2,7302,Mujeres
   Ethiopia,0,231,B R,2005.2,244617,Mujeres
   Kenya,0,404,B R,2005.2,372990,Mujeres
   Madagascar,0,450,C R,2005.2,11314,Mujeres
   Malawi,0,454,B R,2005.2,115730,Mujeres
   Mauritius*,0,480,C,2005.2,10704,Mujeres
   Mayotte*,1,175,B R,2005.2,31812,Mujeres
   Mozambique,0,508,B R,2005.2,138404,Mujeres
   Réunion*,2,638,B,2005.2,55880,Mujeres
   Rwanda,0,646,B R,2005.2,209908,Mujeres
   Seychelles,0,690,B,2005.2,3177,Mujeres
   Somalia,0,706,I R,2005.2,9670,Mujeres
   South Sudan,0,728,B R,2005.2,0,Mujeres
   Uganda,0,800,B R,2005.2,301178,Mujeres
   United Republic of Tanzania*,0,834,B R,2005.2,284170,Mujeres
   Zambia,0,894,B R,2005.2,124267,Mujeres
   Zimbabwe,0,716,B R,2005.2,172972,Mujeres
  Middle Africa,0,911,0,2005.2,958056,Mujeres
   Angola,0,24,B R,2005.2,31595,Mujeres
   Cameroon,0,120,B R,2005.2,119374,Mujeres
   Central African Republic,0,140,C R,2005.2,45110,Mujeres
   Chad,0,148,B R,2005.2,192385,Mujeres
   Congo,0,178,B R,2005.2,145495,Mujeres
   Democratic Republic of the Congo,0,180,B R,2005.2,320650,Mujeres
   Equatorial Guinea,0,226,C,2005.2,3024,Mujeres
   Gabon,0,266,C R,2005.2,98717,Mujeres
   Sao Tome and Principe,0,678,C,2005.2,1706,Mujeres
  Northern Africa,0,912,0,2005.2,703594,Mujeres
   Algeria,0,12,B R,2005.2,89294,Mujeres
   Egypt,0,818,B R,2005.2,119795,Mujeres
   Libya,0,434,C R,2005.2,179727,Mujeres
   Morocco,0,504,C R,2005.2,27736,Mujeres
   Sudan,3,729,B R,2005.2,268335,Mujeres
   Tunisia,0,788,C R,2005.2,17040,Mujeres
   Western Sahara,0,732,I,2005.2,1667,Mujeres
  Southern Africa,0,913,0,2005.2,672894,Mujeres
   Botswana,0,72,B R,2005.2,35502,Mujeres
   Eswatini,0,748,B R,2005.2,16023,Mujeres
   Lesotho,0,426,C R,2005.2,2888,Mujeres
   Namibia,0,516,B R,2005.2,49722,Mujeres
   South Africa,0,710,B R,2005.2,568759,Mujeres
  Western Africa,0,914,0,2005.2,2762095,Mujeres
   Benin,0,204,C B R,2005.2,125952,Mujeres
   Burkina Faso,0,854,B R,2005.2,311787,Mujeres
   Cabo Verde,0,132,B R,2005.2,6177,Mujeres
   Côte d'Ivoire,0,384,C B R,2005.2,1010400,Mujeres
   Gambia,0,270,B R,2005.2,85643,Mujeres
   Ghana,0,288,B R,2005.2,150405,Mujeres
   Guinea,0,324,C B R,2005.2,119891,Mujeres
   Guinea-Bissau,0,624,B R,2005.2,10522,Mujeres
   Liberia,0,430,B R,2005.2,36020,Mujeres
   Mali,0,466,B R,2005.2,125286,Mujeres
   Mauritania,0,478,C R,2005.2,25569,Mujeres
   Niger,0,562,B R,2005.2,65315,Mujeres
   Nigeria,0,566,C R,2005.2,405102,Mujeres
   Saint Helena*,4,654,C,2005.2,78,Mujeres
   Senegal,0,686,B R,2005.2,113444,Mujeres
   Sierra Leone,0,694,B R,2005.2,69518,Mujeres
   Togo,0,768,C R,2005.2,100986,Mujeres
 ASIA,0,935,0,2005.2,24166143,Mujeres
  Central Asia,0,5500,0,2005.2,2822686,Mujeres
   Kazakhstan,0,398,B R,2005.2,1630207,Mujeres
   Kyrgyzstan,0,417,B R,2005.2,181335,Mujeres
   Tajikistan,0,762,B R,2005.2,159063,Mujeres
   Turkmenistan,0,795,B R,2005.2,111839,Mujeres
   Uzbekistan,0,860,B R,2005.2,740242,Mujeres
  Eastern Asia,0,906,0,2005.2,3290427,Mujeres
   China*,0,156,C,2005.2,299027,Mujeres
"   China, Hong Kong SAR*",0,344,B R,2005.2,1536114,Mujeres
"   China, Macao SAR*",0,446,B,2005.2,148921,Mujeres
"   China, Taiwan Province of China*",0,158,0,2005.2,0,Mujeres
   Dem. People's Republic of Korea,0,408,I,2005.2,20348,Mujeres
   Japan,0,392,C,2005.2,1080357,Mujeres
   Mongolia,0,496,C R,2005.2,3900,Mujeres
   Republic of Korea,0,410,C R,2005.2,201760,Mujeres
  South-Eastern Asia,0,920,0,2005.2,3252682,Mujeres
   Brunei Darussalam,0,96,B,2005.2,43176,Mujeres
   Cambodia,0,116,B R,2005.2,56551,Mujeres
   Indonesia,0,360,B R,2005.2,124023,Mujeres
   Lao People's Democratic Republic,0,418,C R,2005.2,9441,Mujeres
   Malaysia*,0,458,C R,2005.2,784963,Mujeres
   Myanmar,0,104,C,2005.2,38519,Mujeres
   Philippines,0,608,C R,2005.2,124445,Mujeres
   Singapore,0,702,B,2005.2,951832,Mujeres
   Thailand,0,764,B R,2005.2,1093362,Mujeres
   Timor-Leste,0,626,B R,2005.2,5708,Mujeres
   Viet Nam,0,704,C R,2005.2,20662,Mujeres
  Southern Asia,0,5501,0,2005.2,6636681,Mujeres
   Afghanistan,0,4,B R,2005.2,38033,Mujeres
   Bangladesh,0,50,B R,2005.2,490124,Mujeres
   Bhutan,0,64,B,2005.2,7537,Mujeres
   India,0,356,B R,2005.2,3005251,Mujeres
   Iran (Islamic Republic of),0,364,C R,2005.2,1150470,Mujeres
   Maldives,0,462,C,2005.2,17966,Mujeres
   Nepal,0,524,B R,2005.2,444877,Mujeres
   Pakistan,0,586,B R,2005.2,1464215,Mujeres
   Sri Lanka,0,144,B R,2005.2,18208,Mujeres
  Western Asia,0,922,0,2005.2,8163667,Mujeres
   Armenia,0,51,B R,2005.2,277757,Mujeres
   Azerbaijan*,0,31,B R,2005.2,166691,Mujeres
   Bahrain,0,48,C R,2005.2,115404,Mujeres
   Cyprus*,0,196,B,2005.2,69317,Mujeres
   Georgia*,0,268,B R,2005.2,40081,Mujeres
   Iraq,0,368,C R,2005.2,52986,Mujeres
   Israel,0,376,B R,2005.2,1021698,Mujeres
   Jordan,0,400,C R,2005.2,1079569,Mujeres
   Kuwait,0,414,C R,2005.2,414812,Mujeres
   Lebanon,0,422,B R,2005.2,359413,Mujeres
   Oman,0,512,C R,2005.2,138319,Mujeres
   Qatar,0,634,C,2005.2,147598,Mujeres
   Saudi Arabia,0,682,C R,2005.2,2032014,Mujeres
   State of Palestine*,5,275,B,2005.2,149912,Mujeres
   Syrian Arab Republic,0,760,C R,2005.2,429874,Mujeres
   Turkey,0,792,B R,2005.2,702414,Mujeres
   United Arab Emirates,0,784,C R,2005.2,892816,Mujeres
   Yemen,0,887,C R,2005.2,72992,Mujeres
 EUROPE,0,908,0,2005.2,32814734,Mujeres
  Eastern Europe,0,923,0,2005.2,10386551,Mujeres
   Belarus,0,112,B,2005.2,599994,Mujeres
   Bulgaria,0,100,B,2005.2,34480,Mujeres
   Czechia,0,203,C,2005.2,140821,Mujeres
   Hungary,0,348,B,2005.2,192571,Mujeres
   Poland,0,616,B,2005.2,425470,Mujeres
   Republic of Moldova*,0,498,B,2005.2,103198,Mujeres
   Romania,0,642,B,2005.2,75009,Mujeres
   Russian Federation,0,643,B,2005.2,5860991,Mujeres
   Slovakia,0,703,B,2005.2,71775,Mujeres
   Ukraine*,0,804,B,2005.2,2882242,Mujeres
  Northern Europe,0,924,0,2005.2,5024401,Mujeres
   Channel Islands*,6,830,B,2005.2,37330,Mujeres
   Denmark*,7,208,B,2005.2,227286,Mujeres
   Estonia,0,233,B,2005.2,139457,Mujeres
   Faroe Islands*,8,234,B,2005.2,2133,Mujeres
   Finland*,0,246,B,2005.2,95740,Mujeres
   Iceland,0,352,B,2005.2,13079,Mujeres
   Ireland,0,372,B,2005.2,279136,Mujeres
   Isle of Man*,9,833,B,2005.2,21261,Mujeres
   Latvia,0,428,B,2005.2,221980,Mujeres
   Lithuania,0,440,B,2005.2,107020,Mujeres
   Norway*,0,578,B,2005.2,184700,Mujeres
   Sweden,0,752,B,2005.2,587300,Mujeres
   United Kingdom*,10,826,B,2005.2,3107979,Mujeres
  Southern Europe,0,925,0,2005.2,6152869,Mujeres
   Albania,0,8,B,2005.2,31746,Mujeres
   Andorra,0,20,C,2005.2,23832,Mujeres
   Bosnia and Herzegovina,0,70,I R,2005.2,24806,Mujeres
   Croatia,0,191,B,2005.2,307628,Mujeres
   Gibraltar*,11,292,B,2005.2,4693,Mujeres
   Greece,0,300,B,2005.2,603030,Mujeres
   Holy See*,0,336,I,2005.2,417,Mujeres
   Italy,0,380,B,2005.2,2134500,Mujeres
   Malta,0,470,B,2005.2,12661,Mujeres
   Montenegro,0,499,B,2005.2,0,Mujeres
   North Macedonia,0,807,B,2005.2,74447,Mujeres
   Portugal,0,620,B,2005.2,394410,Mujeres
   San Marino,0,674,C,2005.2,1916,Mujeres
   Serbia*,0,688,B,2005.2,471760,Mujeres
   Slovenia,0,705,B,2005.2,100477,Mujeres
   Spain*,0,724,B,2005.2,1966546,Mujeres
  Western Europe,0,926,0,2005.2,11250913,Mujeres
   Austria,0,40,B,2005.2,588240,Mujeres
   Belgium,0,56,B,2005.2,627809,Mujeres
   France*,12,250,B,2005.2,3436741,Mujeres
   Germany,0,276,B,2005.2,4726269,Mujeres
   Liechtenstein,0,438,B,2005.2,9464,Mujeres
   Luxembourg,0,442,B,2005.2,75667,Mujeres
   Monaco,0,492,B,2005.2,10990,Mujeres
   Netherlands*,13,528,B,2005.2,892683,Mujeres
   Switzerland,0,756,B,2005.2,883050,Mujeres
 LATIN AMERICA AND THE CARIBBEAN,0,904,0,2005.2,3611615,Mujeres
  Caribbean,0,915,0,2005.2,619659,Mujeres
   Anguilla*,14,660,B R,2005.2,2474,Mujeres
   Antigua and Barbuda,0,28,B R,2005.2,13689,Mujeres
   Aruba*,15,533,B R,2005.2,17981,Mujeres
   Bahamas,0,44,B R,2005.2,21918,Mujeres
   Barbados,0,52,B R,2005.2,17049,Mujeres
"   Bonaire, Sint Eustatius and Saba*",16,535,B,2005.2,0,Mujeres
   British Virgin Islands*,18,92,B R,2005.2,7615,Mujeres
   Cayman Islands*,19,136,C R,2005.2,10164,Mujeres
   Cuba,0,192,B,2005.2,6541,Mujeres
   Curaçao*,20,531,B R,2005.2,0,Mujeres
   Dominica,0,212,B,2005.2,2253,Mujeres
   Dominican Republic,0,214,B R,2005.2,147591,Mujeres
   Grenada,0,308,B,2005.2,3478,Mujeres
   Guadeloupe*,21,312,B,2005.2,47792,Mujeres
   Haiti,0,332,B R,2005.2,7267,Mujeres
   Jamaica,0,388,B R,2005.2,12036,Mujeres
   Martinique*,22,474,B R,2005.2,31143,Mujeres
   Montserrat*,23,500,B,2005.2,605,Mujeres
   Puerto Rico*,24,630,B,2005.2,185364,Mujeres
   Saint Barthélemy*,0,652,0,2005.2,0,Mujeres
   Saint Kitts and Nevis,0,659,B R,2005.2,3181,Mujeres
   Saint Lucia,0,662,B R,2005.2,4998,Mujeres
   Saint Martin (French part)*,0,663,0,2005.2,0,Mujeres
   Saint Vincent and the Grenadines,0,670,B R,2005.2,2238,Mujeres
   Sint Maarten (Dutch part)*,25,534,B R,2005.2,6814,Mujeres
   Trinidad and Tobago,0,780,B R,2005.2,24165,Mujeres
   Turks and Caicos Islands*,26,796,B R,2005.2,6328,Mujeres
   United States Virgin Islands*,27,850,B,2005.2,29921,Mujeres
  Central America,0,916,0,2005.2,689856,Mujeres
   Belize,0,84,B R ,2005.2,20386,Mujeres
   Costa Rica,0,188,B R,2005.2,181953,Mujeres
   El Salvador,0,222,B R,2005.2,18995,Mujeres
   Guatemala,0,320,B R,2005.2,31166,Mujeres
   Honduras,0,340,B R,2005.2,13458,Mujeres
   Mexico,0,484,B R,2005.2,352924,Mujeres
   Nicaragua,0,558,B R,2005.2,17145,Mujeres
   Panama,0,591,B R,2005.2,53829,Mujeres
  South America,0,931,0,2005.2,2302100,Mujeres
   Argentina,0,32,B R,2005.2,898855,Mujeres
   Bolivia (Plurinational State of),0,68,B R,2005.2,51726,Mujeres
   Brazil,0,76,B R,2005.2,295563,Mujeres
   Chile,0,152,B,2005.2,144946,Mujeres
   Colombia,0,170,B,2005.2,51585,Mujeres
   Ecuador,0,218,B R,2005.2,92421,Mujeres
   Falkland Islands (Malvinas)*,28,238,B,2005.2,491,Mujeres
   French Guiana*,29,254,B R,2005.2,43739,Mujeres
   Guyana,0,328,B R,2005.2,5051,Mujeres
   Paraguay,0,600,B R,2005.2,80545,Mujeres
   Peru,0,604,B R,2005.2,38918,Mujeres
   Suriname,0,740,C R,2005.2,15324,Mujeres
   Uruguay,0,858,B R,2005.2,44659,Mujeres
   Venezuela (Bolivarian Republic of),0,862,B R,2005.2,538277,Mujeres
 NORTHERN AMERICA,0,905,0,2005.2,22818532,Mujeres
   Bermuda*,30,60,B,2005.2,9325,Mujeres
   Canada,0,124,B,2005.2,3163147,Mujeres
   Greenland*,31,304,B,2005.2,2095,Mujeres
   Saint Pierre and Miquelon*,32,666,B,2005.2,550,Mujeres
   United States of America*,33,840,B,2005.2,19643415,Mujeres
 OCEANIA ,0,909,0,2005.2,3035926,Mujeres
  Australia and New Zealand,0,927,0,2005.2,2891102,Mujeres
   Australia*,0,36,B,2005.2,2458840,Mujeres
   New Zealand*,34,554,B,2005.2,432262,Mujeres
  Melanesia,0,928,0,2005.2,46330,Mujeres
   Fiji,0,242,B R,2005.2,5871,Mujeres
   New Caledonia*,0,540,B,2005.2,25496,Mujeres
   Papua New Guinea,0,598,C R,2005.2,12120,Mujeres
   Solomon Islands,0,90,B R,2005.2,1441,Mujeres
   Vanuatu,0,548,B R,2005.2,1402,Mujeres
  Micronesia,0,954,0,2005.2,64621,Mujeres
   Guam*,35,316,B,2005.2,36141,Mujeres
   Kiribati,0,296,B,2005.2,1175,Mujeres
   Marshall Islands,0,584,B,2005.2,932,Mujeres
   Micronesia (Fed. States of),0,583,B,2005.2,1340,Mujeres
   Nauru,0,520,C R,2005.2,1045,Mujeres
   Northern Mariana Islands*,36,580,B,2005.2,21565,Mujeres
   Palau,0,585,B,2005.2,2423,Mujeres
  Polynesia*,0,957,0,2005.2,33873,Mujeres
   American Samoa*,0,16,B,2005.2,11735,Mujeres
   Cook Islands*,37,184,B R,2005.2,1553,Mujeres
   French Polynesia*,38,258,B R,2005.2,13881,Mujeres
   Niue*,39,570,B,2005.2,240,Mujeres
   Samoa,0,882,B R,2005.2,2806,Mujeres
   Tokelau*,40,772,B R,2005.2,503,Mujeres
   Tonga,0,776,B R,2005.2,1977,Mujeres
   Tuvalu,0,798,C,2005.2,94,Mujeres
   Wallis and Futuna Islands*,41,876,B R,2005.2,1084,Mujeres
 AFRICA,0,903,0,2010.2,8263051,Mujeres
  Eastern Africa,0,910,0,2010.2,2337739,Mujeres
   Burundi,0,108,B R,2010.2,125559,Mujeres
   Comoros,0,174,B,2010.2,6558,Mujeres
   Djibouti,0,262,B R,2010.2,48638,Mujeres
   Eritrea,0,232,I R,2010.2,7134,Mujeres
   Ethiopia,0,231,B R,2010.2,270679,Mujeres
   Kenya,0,404,B R,2010.2,481832,Mujeres
   Madagascar,0,450,C R,2010.2,12495,Mujeres
   Malawi,0,454,B R,2010.2,113853,Mujeres
   Mauritius*,0,480,C,2010.2,11648,Mujeres
   Mayotte*,1,175,B R,2010.2,38257,Mujeres
   Mozambique,0,508,B R,2010.2,158366,Mujeres
   Réunion*,2,638,B,2010.2,60322,Mujeres
   Rwanda,0,646,B R,2010.2,212853,Mujeres
   Seychelles,0,690,B,2010.2,3616,Mujeres
   Somalia,0,706,I R,2010.2,22893,Mujeres
   South Sudan,0,728,B R,2010.2,111626,Mujeres
   Uganda,0,800,B R,2010.2,251027,Mujeres
   United Republic of Tanzania*,0,834,B R,2010.2,155256,Mujeres
   Zambia,0,894,B R,2010.2,74021,Mujeres
   Zimbabwe,0,716,B R,2010.2,171106,Mujeres
  Middle Africa,0,911,0,2010.2,1195189,Mujeres
   Angola,0,24,B R,2010.2,174035,Mujeres
   Cameroon,0,120,B R,2010.2,129989,Mujeres
   Central African Republic,0,140,C R,2010.2,44274,Mujeres
   Chad,0,148,B R,2010.2,230213,Mujeres
   Congo,0,178,B R,2010.2,194068,Mujeres
   Democratic Republic of the Congo,0,180,B R,2010.2,305189,Mujeres
   Equatorial Guinea,0,226,C,2010.2,3924,Mujeres
   Gabon,0,266,C R,2010.2,112149,Mujeres
   Sao Tome and Principe,0,678,C,2010.2,1348,Mujeres
  Northern Africa,0,912,0,2010.2,796458,Mujeres
   Algeria,0,12,B R,2010.2,102374,Mujeres
   Egypt,0,818,B R,2010.2,135913,Mujeres
   Libya,0,434,C R,2010.2,195889,Mujeres
   Morocco,0,504,C R,2010.2,35308,Mujeres
   Sudan,3,729,B R,2010.2,304157,Mujeres
   Tunisia,0,788,C R,2010.2,20936,Mujeres
   Western Sahara,0,732,I,2010.2,1881,Mujeres
  Southern Africa,0,913,0,2010.2,1000721,Mujeres
   Botswana,0,72,B R,2010.2,40844,Mujeres
   Eswatini,0,748,B R,2010.2,15847,Mujeres
   Lesotho,0,426,C R,2010.2,2945,Mujeres
   Namibia,0,516,B R,2010.2,48023,Mujeres
   South Africa,0,710,B R,2010.2,893062,Mujeres
  Western Africa,0,914,0,2010.2,2932944,Mujeres
   Benin,0,204,C B R,2010.2,165593,Mujeres
   Burkina Faso,0,854,B R,2010.2,353499,Mujeres
   Cabo Verde,0,132,B R,2010.2,7080,Mujeres
   Côte d'Ivoire,0,384,C B R,2010.2,1056078,Mujeres
   Gambia,0,270,B R,2010.2,87714,Mujeres
   Ghana,0,288,B R,2010.2,157736,Mujeres
   Guinea,0,324,C B R,2010.2,85495,Mujeres
   Guinea-Bissau,0,624,B R,2010.2,10928,Mujeres
   Liberia,0,430,B R,2010.2,42263,Mujeres
   Mali,0,466,B R,2010.2,167990,Mujeres
   Mauritania,0,478,C R,2010.2,36174,Mujeres
   Niger,0,562,B R,2010.2,66440,Mujeres
   Nigeria,0,566,C R,2010.2,413846,Mujeres
   Saint Helena*,4,654,C,2010.2,112,Mujeres
   Senegal,0,686,B R,2010.2,120213,Mujeres
   Sierra Leone,0,694,B R,2010.2,35643,Mujeres
   Togo,0,768,C R,2010.2,126140,Mujeres
 ASIA,0,935,0,2010.2,28436334,Mujeres
  Central Asia,0,5500,0,2010.2,2774394,Mujeres
   Kazakhstan,0,398,B R,2010.2,1709782,Mujeres
   Kyrgyzstan,0,417,B R,2010.2,137469,Mujeres
   Tajikistan,0,762,B R,2010.2,158028,Mujeres
   Turkmenistan,0,795,B R,2010.2,107345,Mujeres
   Uzbekistan,0,860,B R,2010.2,661770,Mujeres
  Eastern Asia,0,906,0,2010.2,3741193,Mujeres
   China*,0,156,C,2010.2,344103,Mujeres
"   China, Hong Kong SAR*",0,344,B R,2010.2,1632411,Mujeres
"   China, Macao SAR*",0,446,B,2010.2,172099,Mujeres
"   China, Taiwan Province of China*",0,158,0,2010.2,0,Mujeres
   Dem. People's Republic of Korea,0,408,I,2010.2,22244,Mujeres
   Japan,0,392,C,2010.2,1161670,Mujeres
   Mongolia,0,496,C R,2010.2,4182,Mujeres
   Republic of Korea,0,410,C R,2010.2,404484,Mujeres
  South-Eastern Asia,0,920,0,2010.2,4153117,Mujeres
   Brunei Darussalam,0,96,B,2010.2,43864,Mujeres
   Cambodia,0,116,B R,2010.2,38616,Mujeres
   Indonesia,0,360,B R,2010.2,130965,Mujeres
   Lao People's Democratic Republic,0,418,C R,2010.2,12822,Mujeres
   Malaysia*,0,458,C R,2010.2,947418,Mujeres
   Myanmar,0,104,C,2010.2,34840,Mujeres
   Philippines,0,608,C R,2010.2,100666,Mujeres
   Singapore,0,702,B,2010.2,1207938,Mujeres
   Thailand,0,764,B R,2010.2,1604500,Mujeres
   Timor-Leste,0,626,B R,2010.2,5703,Mujeres
   Viet Nam,0,704,C R,2010.2,25785,Mujeres
  Southern Asia,0,5501,0,2010.2,7085289,Mujeres
   Afghanistan,0,4,B R,2010.2,44550,Mujeres
   Bangladesh,0,50,B R,2010.2,634998,Mujeres
   Bhutan,0,64,B,2010.2,9137,Mujeres
   India,0,356,B R,2010.2,2874523,Mujeres
   Iran (Islamic Republic of),0,364,C R,2010.2,1231978,Mujeres
   Maldives,0,462,C,2010.2,12947,Mujeres
   Nepal,0,524,B R,2010.2,390722,Mujeres
   Pakistan,0,586,B R,2010.2,1868169,Mujeres
   Sri Lanka,0,144,B R,2010.2,18265,Mujeres
  Western Asia,0,922,0,2010.2,10682341,Mujeres
   Armenia,0,51,B R,2010.2,125478,Mujeres
   Azerbaijan*,0,31,B R,2010.2,147389,Mujeres
   Bahrain,0,48,C R,2010.2,185062,Mujeres
   Cyprus*,0,196,B,2010.2,105995,Mujeres
   Georgia*,0,268,B R,2010.2,41085,Mujeres
   Iraq,0,368,C R,2010.2,45931,Mujeres
   Israel,0,376,B R,2010.2,1063303,Mujeres
