Region,Location code,Year,Numero de Migrantes,Género
   Guinea,324,2010,199393,Mujeres
   Guinea-Bissau,624,2010,42336,Mujeres
   Liberia,430,2010,110086,Mujeres
   Mali,466,2010,431482,Mujeres
   Mauritania,478,2010,42408,Mujeres
   Niger,562,2010,134097,Mujeres
   Nigeria,566,2010,461826,Mujeres
   Saint Helena*,654,2010,2097,Mujeres
   Senegal,686,2010,203060,Mujeres
   Sierra Leone,694,2010,63763,Mujeres
   Togo,768,2010,207017,Mujeres
 ASIA,935,2010,39765318,Mujeres
  Central Asia,5500,2010,3674228,Mujeres
   Kazakhstan,398,2010,2019232,Mujeres
   Kyrgyzstan,417,2010,373720,Mujeres
   Tajikistan,762,2010,248073,Mujeres
   Turkmenistan,795,2010,122020,Mujeres
   Uzbekistan,860,2010,911183,Mujeres
  Eastern Asia,906,2010,6744241,Mujeres
   China*,156,2010,4619937,Mujeres
"   China, Hong Kong SAR*",344,2010,422934,Mujeres
"   China, Macao SAR*",446,2010,66706,Mujeres
"   China, Taiwan Province of China*",158,2010,0,Mujeres
   Dem. People's Republic of Korea,408,2010,46185,Mujeres
   Japan,392,2010,404192,Mujeres
   Mongolia,496,2010,30012,Mujeres
   Republic of Korea,410,2010,1154275,Mujeres
  South-Eastern Asia,920,2010,9102001,Mujeres
   Brunei Darussalam,96,2010,18493,Mujeres
   Cambodia,116,2010,502674,Mujeres
   Indonesia,360,2010,1512421,Mujeres
   Lao People's Democratic Republic,418,2010,645062,Mujeres
   Malaysia*,458,2010,859699,Mujeres
   Myanmar,104,2010,1099361,Mujeres
   Philippines,608,2010,2542981,Mujeres
   Singapore,702,2010,146237,Mujeres
   Thailand,764,2010,486804,Mujeres
   Timor-Leste,626,2010,16014,Mujeres
   Viet Nam,704,2010,1272255,Mujeres
  Southern Asia,5501,2010,12963993,Mujeres
   Afghanistan,4,2010,2401964,Mujeres
   Bangladesh,50,2010,2214988,Mujeres
   Bhutan,64,2010,44955,Mujeres
   India,356,2010,4721254,Mujeres
   Iran (Islamic Republic of),364,2010,455447,Mujeres
   Maldives,462,2010,1831,Mujeres
   Nepal,524,2010,839084,Mujeres
   Pakistan,586,2010,1654118,Mujeres
   Sri Lanka,144,2010,630352,Mujeres
  Western Asia,922,2010,7280855,Mujeres
   Armenia,51,2010,423195,Mujeres
   Azerbaijan*,31,2010,542471,Mujeres
   Bahrain,48,2010,24508,Mujeres
   Cyprus*,196,2010,81662,Mujeres
   Georgia*,268,2010,400032,Mujeres
   Iraq,368,2010,1189310,Mujeres
   Israel,376,2010,162001,Mujeres
   Jordan,400,2010,216929,Mujeres
   Kuwait,414,2010,68972,Mujeres
   Lebanon,422,2010,285702,Mujeres
   Oman,512,2010,9587,Mujeres
   Qatar,634,2010,9961,Mujeres
   Saudi Arabia,682,2010,89356,Mujeres
   State of Palestine*,275,2010,1734148,Mujeres
   Syrian Arab Republic,760,2010,409961,Mujeres
   Turkey,792,2010,1276181,Mujeres
   United Arab Emirates,784,2010,71725,Mujeres
   Yemen,887,2010,285154,Mujeres
 EUROPE,908,2010,29202848,Mujeres
  Eastern Europe,923,2010,15231736,Mujeres
   Belarus,112,2010,842096,Mujeres
   Bulgaria,100,2010,594303,Mujeres
   Czechia,203,2010,443525,Mujeres
   Hungary,348,2010,263606,Mujeres
   Poland,616,2010,1983194,Mujeres
   Republic of Moldova*,498,2010,443564,Mujeres
   Romania,642,2010,1782593,Mujeres
   Russian Federation,643,2010,5745803,Mujeres
   Slovakia,703,2010,141376,Mujeres
   Ukraine*,804,2010,2991676,Mujeres
  Northern Europe,924,2010,3735453,Mujeres
   Channel Islands*,830,2010,7955,Mujeres
   Denmark*,208,2010,122053,Mujeres
   Estonia,233,2010,84981,Mujeres
   Faroe Islands*,234,2010,7175,Mujeres
   Finland*,246,2010,176322,Mujeres
   Iceland,352,2010,16294,Mujeres
   Ireland,372,2010,401456,Mujeres
   Isle of Man*,833,2010,4499,Mujeres
   Latvia,428,2010,155499,Mujeres
   Lithuania,440,2010,292620,Mujeres
   Norway*,578,2010,99636,Mujeres
   Sweden,752,2010,162409,Mujeres
   United Kingdom*,826,2010,2204554,Mujeres
  Southern Europe,925,2010,5883409,Mujeres
   Albania,8,2010,537028,Mujeres
   Andorra,20,2010,4061,Mujeres
   Bosnia and Herzegovina,70,2010,812913,Mujeres
   Croatia,191,2010,436936,Mujeres
   Gibraltar*,292,2010,5067,Mujeres
   Greece,300,2010,381138,Mujeres
   Holy See*,336,2010,99,Mujeres
   Italy,380,2010,1229031,Mujeres
   Malta,470,2010,49898,Mujeres
   Montenegro,499,2010,81013,Mujeres
   North Macedonia,807,2010,266909,Mujeres
   Portugal,620,2010,940021,Mujeres
   San Marino,674,2010,1402,Mujeres
   Serbia*,688,2010,472167,Mujeres
   Slovenia,705,2010,68512,Mujeres
   Spain*,724,2010,597214,Mujeres
  Western Europe,926,2010,4352250,Mujeres
   Austria,40,2010,285630,Mujeres
   Belgium,56,2010,265980,Mujeres
   France*,250,2010,1013530,Mujeres
   Germany,276,2010,1976971,Mujeres
   Liechtenstein,438,2010,2024,Mujeres
   Luxembourg,442,2010,33159,Mujeres
   Monaco,492,2010,13860,Mujeres
   Netherlands*,528,2010,426811,Mujeres
   Switzerland,756,2010,334285,Mujeres
 LATIN AMERICA AND THE CARIBBEAN,904,2010,17780032,Mujeres
  Caribbean,915,2010,3998568,Mujeres
   Anguilla*,660,2010,1114,Mujeres
   Antigua and Barbuda,28,2010,22679,Mujeres
   Aruba*,533,2010,7644,Mujeres
   Bahamas,44,2010,20602,Mujeres
   Barbados,52,2010,51175,Mujeres
"   Bonaire, Sint Eustatius and Saba*",535,2010,3915,Mujeres
   British Virgin Islands*,92,2010,2748,Mujeres
   Cayman Islands*,136,2010,746,Mujeres
   Cuba,192,2010,696683,Mujeres
   Curaçao*,531,2010,24319,Mujeres
   Dominica,212,2010,42298,Mujeres
   Dominican Republic,214,2010,687672,Mujeres
   Grenada,308,2010,36025,Mujeres
   Guadeloupe*,312,2010,6386,Mujeres
   Haiti,332,2010,535446,Mujeres
   Jamaica,388,2010,562743,Mujeres
   Martinique*,474,2010,7881,Mujeres
   Montserrat*,500,2010,9534,Mujeres
   Puerto Rico*,630,2010,994146,Mujeres
   Saint Barthélemy*,652,2010,0,Mujeres
   Saint Kitts and Nevis,659,2010,19675,Mujeres
   Saint Lucia,662,2010,28946,Mujeres
   Saint Martin (French part)*,663,2010,0,Mujeres
   Saint Vincent and the Grenadines,670,2010,29485,Mujeres
   Sint Maarten (Dutch part)*,534,2010,1740,Mujeres
   Trinidad and Tobago,780,2010,202083,Mujeres
   Turks and Caicos Islands*,796,2010,1248,Mujeres
   United States Virgin Islands*,850,2010,1635,Mujeres
  Central America,916,2010,7714953,Mujeres
   Belize,84,2010,33014,Mujeres
   Costa Rica,188,2010,75684,Mujeres
   El Salvador,222,2010,666884,Mujeres
   Guatemala,320,2010,461277,Mujeres
   Honduras,340,2010,337531,Mujeres
   Mexico,484,2010,5746825,Mujeres
   Nicaragua,558,2010,322648,Mujeres
   Panama,591,2010,71090,Mujeres
  South America,931,2010,6066511,Mujeres
   Argentina,32,2010,475461,Mujeres
   Bolivia (Plurinational State of),68,2010,411279,Mujeres
   Brazil,76,2010,863162,Mujeres
   Chile,152,2010,300575,Mujeres
   Colombia,170,2010,1376167,Mujeres
   Ecuador,218,2010,596574,Mujeres
   Falkland Islands (Malvinas)*,238,2010,659,Mujeres
   French Guiana*,254,2010,2274,Mujeres
   Guyana,328,2010,235088,Mujeres
   Paraguay,600,2010,436806,Mujeres
   Peru,604,2010,735166,Mujeres
   Suriname,740,2010,142598,Mujeres
   Uruguay,858,2010,177129,Mujeres
   Venezuela (Bolivarian Republic of),862,2010,313573,Mujeres
 NORTHERN AMERICA,905,2010,2141004,Mujeres
   Bermuda*,60,2010,7725,Mujeres
   Canada,124,2010,785079,Mujeres
   Greenland*,304,2010,8907,Mujeres
   Saint Pierre and Miquelon*,666,2010,201,Mujeres
   United States of America*,840,2010,1339092,Mujeres
 OCEANIA ,909,2010,802363,Mujeres
  Australia and New Zealand,927,2010,575326,Mujeres
   Australia*,36,2010,250505,Mujeres
   New Zealand*,554,2010,324821,Mujeres
  Melanesia,928,2010,106545,Mujeres
   Fiji,242,2010,96168,Mujeres
   New Caledonia*,540,2010,2713,Mujeres
   Papua New Guinea,598,2010,2141,Mujeres
   Solomon Islands,90,2010,1726,Mujeres
   Vanuatu,548,2010,3797,Mujeres
  Micronesia,954,2010,19582,Mujeres
   Guam*,316,2010,1207,Mujeres
   Kiribati,296,2010,1826,Mujeres
   Marshall Islands,584,2010,3278,Mujeres
   Micronesia (Fed. States of),583,2010,9693,Mujeres
   Nauru,520,2010,1036,Mujeres
   Northern Mariana Islands*,580,2010,1282,Mujeres
   Palau,585,2010,1260,Mujeres
  Polynesia*,957,2010,100910,Mujeres
   American Samoa*,16,2010,1060,Mujeres
   Cook Islands*,184,2010,10491,Mujeres
   French Polynesia*,258,2010,717,Mujeres
   Niue*,570,2010,2738,Mujeres
   Samoa,882,2010,53367,Mujeres
   Tokelau*,772,2010,1078,Mujeres
   Tonga,776,2010,26091,Mujeres
   Tuvalu,798,2010,1536,Mujeres
   Wallis and Futuna Islands*,876,2010,3832,Mujeres
OTHER,2003,2010,4155744,Mujeres
WORLD,900,2015,119720586,Mujeres
  Sub-Saharan Africa,947,2015,11618863,Mujeres
  Northern Africa and Western Asia,1833,2015,14428744,Mujeres
  Central and Southern Asia,921,2015,18510024,Mujeres
  Eastern and South-Eastern Asia,1832,2015,18055157,Mujeres
  Latin America and the Caribbean,1830,2015,18623861,Mujeres
  Oceania (excluding Australia and New Zealand),1835,2015,254405,Mujeres
  Australia and New Zealand,927,2015,633506,Mujeres
  Europe and Northern America,1829,2015,32362696,Mujeres
  Developed regions,901,2015,33409329,Mujeres
  Less developed regions,902,2015,81077927,Mujeres
" Less developed regions, excluding least developed countries",934,2015,62610770,Mujeres
" Less developed regions, excluding China",948,2015,75067062,Mujeres
  Least developed countries,941,2015,18467157,Mujeres
  Land-locked Developing Countries (LLDC),1636,2015,15246649,Mujeres
  Small island developing States (SIDS),1637,2015,5563640,Mujeres
  High-income countries,1503,2015,24646216,Mujeres
  Middle-income countries,1517,2015,75378997,Mujeres
 Upper-middle-income countries,1502,2015,40090879,Mujeres
 Lower-middle-income countries,1501,2015,35288118,Mujeres
  Low-income countries,1500,2015,14311203,Mujeres
 AFRICA,903,2015,16302792,Mujeres
  Eastern Africa,910,2015,4802344,Mujeres
   Burundi,108,2015,232253,Mujeres
   Comoros,174,2015,62573,Mujeres
   Djibouti,262,2015,8310,Mujeres
   Eritrea,232,2015,298354,Mujeres
   Ethiopia,231,2015,390524,Mujeres
   Kenya,404,2015,253430,Mujeres
   Madagascar,450,2015,107649,Mujeres
   Malawi,454,2015,125149,Mujeres
   Mauritius*,480,2015,91310,Mujeres
   Mayotte*,175,2015,3346,Mujeres
   Mozambique,508,2015,248849,Mujeres
   Réunion*,638,2015,1820,Mujeres
   Rwanda,646,2015,256512,Mujeres
   Seychelles,690,2015,15700,Mujeres
   Somalia,706,2015,967505,Mujeres
   South Sudan,728,2015,516856,Mujeres
   Uganda,800,2015,410278,Mujeres
   United Republic of Tanzania*,834,2015,148780,Mujeres
   Zambia,894,2015,98206,Mujeres
   Zimbabwe,716,2015,564940,Mujeres
  Middle Africa,911,2015,1906229,Mujeres
   Angola,24,2015,312362,Mujeres
   Cameroon,120,2015,177104,Mujeres
   Central African Republic,140,2015,338148,Mujeres
   Chad,148,2015,86776,Mujeres
   Congo,178,2015,102543,Mujeres
   Democratic Republic of the Congo,180,2015,793953,Mujeres
   Equatorial Guinea,226,2015,53988,Mujeres
   Gabon,266,2015,22439,Mujeres
   Sao Tome and Principe,678,2015,18916,Mujeres
  Northern Africa,912,2015,4683929,Mujeres
   Algeria,12,2015,850907,Mujeres
   Egypt,818,2015,1109446,Mujeres
   Libya,434,2015,70907,Mujeres
   Morocco,504,2015,1396518,Mujeres
   Sudan,729,2015,828614,Mujeres
   Tunisia,788,2015,339784,Mujeres
   Western Sahara,732,2015,87753,Mujeres
  Southern Africa,913,2015,584345,Mujeres
   Botswana,72,2015,22817,Mujeres
   Eswatini,748,2015,23670,Mujeres
   Lesotho,426,2015,105379,Mujeres
   Namibia,516,2015,25368,Mujeres
   South Africa,710,2015,407111,Mujeres
  Western Africa,914,2015,4325945,Mujeres
   Benin,204,2015,293786,Mujeres
   Burkina Faso,854,2015,669727,Mujeres
   Cabo Verde,132,2015,94739,Mujeres
   Côte d'Ivoire,384,2015,535469,Mujeres
   Gambia,270,2015,36491,Mujeres
   Ghana,288,2015,426087,Mujeres
   Guinea,324,2015,220369,Mujeres
   Guinea-Bissau,624,2015,46605,Mujeres
   Liberia,430,2015,102795,Mujeres
   Mali,466,2015,532228,Mujeres
   Mauritania,478,2015,43275,Mujeres
   Niger,562,2015,153378,Mujeres
   Nigeria,566,2015,623819,Mujeres
   Saint Helena*,654,2015,2554,Mujeres
   Senegal,686,2015,226384,Mujeres
   Sierra Leone,694,2015,70021,Mujeres
   Togo,768,2015,248218,Mujeres
 ASIA,935,2015,46309996,Mujeres
  Central Asia,5500,2015,3787585,Mujeres
   Kazakhstan,398,2015,2075538,Mujeres
   Kyrgyzstan,417,2015,384087,Mujeres
   Tajikistan,762,2015,250864,Mujeres
   Turkmenistan,795,2015,124705,Mujeres
   Uzbekistan,860,2015,952391,Mujeres
  Eastern Asia,906,2015,7597021,Mujeres
   China*,156,2015,5471638,Mujeres
"   China, Hong Kong SAR*",344,2015,466294,Mujeres
"   China, Macao SAR*",446,2015,72933,Mujeres
"   China, Taiwan Province of China*",158,2015,0,Mujeres
   Dem. People's Republic of Korea,408,2015,48968,Mujeres
   Japan,392,2015,413127,Mujeres
   Mongolia,496,2015,34486,Mujeres
   Republic of Korea,410,2015,1089575,Mujeres
  South-Eastern Asia,920,2015,10458136,Mujeres
   Brunei Darussalam,96,2015,19110,Mujeres
   Cambodia,116,2015,568854,Mujeres
   Indonesia,360,2015,1792864,Mujeres
   Lao People's Democratic Republic,418,2015,695948,Mujeres
   Malaysia*,458,2015,964873,Mujeres
   Myanmar,104,2015,1249066,Mujeres
   Philippines,608,2015,2965163,Mujeres
   Singapore,702,2015,167025,Mujeres
   Thailand,764,2015,573612,Mujeres
   Timor-Leste,626,2015,16740,Mujeres
   Viet Nam,704,2015,1444881,Mujeres
  Southern Asia,5501,2015,14722439,Mujeres
   Afghanistan,4,2015,2498003,Mujeres
   Bangladesh,50,2015,2325610,Mujeres
   Bhutan,64,2015,25173,Mujeres
   India,356,2015,5529084,Mujeres
   Iran (Islamic Republic of),364,2015,538607,Mujeres
   Maldives,462,2015,1921,Mujeres
   Nepal,524,2015,1031012,Mujeres
   Pakistan,586,2015,2054347,Mujeres
   Sri Lanka,144,2015,718682,Mujeres
  Western Asia,922,2015,9744815,Mujeres
   Armenia,51,2015,437377,Mujeres
   Azerbaijan*,31,2015,523618,Mujeres
   Bahrain,48,2015,26899,Mujeres
   Cyprus*,196,2015,87476,Mujeres
   Georgia*,268,2015,417601,Mujeres
   Iraq,368,2015,765391,Mujeres
   Israel,376,2015,161427,Mujeres
   Jordan,400,2015,257767,Mujeres
   Kuwait,414,2015,76756,Mujeres
   Lebanon,422,2015,309513,Mujeres
   Oman,512,2015,10830,Mujeres
   Qatar,634,2015,11672,Mujeres
   Saudi Arabia,682,2015,128594,Mujeres
   State of Palestine*,275,2015,1801423,Mujeres
   Syrian Arab Republic,760,2015,2783809,Mujeres
   Turkey,792,2015,1486124,Mujeres
   United Arab Emirates,784,2015,83924,Mujeres
   Yemen,887,2015,374614,Mujeres
 EUROPE,908,2015,30208426,Mujeres
  Eastern Europe,923,2015,15957749,Mujeres
   Belarus,112,2015,846213,Mujeres
   Bulgaria,100,2015,682905,Mujeres
   Czechia,203,2015,466490,Mujeres
   Hungary,348,2015,308364,Mujeres
   Poland,616,2015,2192921,Mujeres
   Republic of Moldova*,498,2015,498893,Mujeres
   Romania,642,2015,1852905,Mujeres
   Russian Federation,643,2015,5730731,Mujeres
   Slovakia,703,2015,190282,Mujeres
   Ukraine*,804,2015,3188045,Mujeres
  Northern Europe,924,2015,3785938,Mujeres
   Channel Islands*,830,2015,8177,Mujeres
   Denmark*,208,2015,124942,Mujeres
   Estonia,233,2015,104996,Mujeres
   Faroe Islands*,234,2015,7671,Mujeres
   Finland*,246,2015,173429,Mujeres
   Iceland,352,2015,18658,Mujeres
   Ireland,372,2015,401855,Mujeres
   Isle of Man*,833,2015,5395,Mujeres
   Latvia,428,2015,203923,Mujeres
   Lithuania,440,2015,311388,Mujeres
   Norway*,578,2015,103310,Mujeres
   Sweden,752,2015,166428,Mujeres
   United Kingdom*,826,2015,2155766,Mujeres
  Southern Europe,925,2015,6040661,Mujeres
   Albania,8,2015,566624,Mujeres
   Andorra,20,2015,4540,Mujeres
   Bosnia and Herzegovina,70,2015,830280,Mujeres
   Croatia,191,2015,430492,Mujeres
   Gibraltar*,292,2015,6150,Mujeres
   Greece,300,2015,398946,Mujeres
   Holy See*,336,2015,195,Mujeres
   Italy,380,2015,1262079,Mujeres
   Malta,470,2015,46357,Mujeres
   Montenegro,499,2015,72700,Mujeres
   North Macedonia,807,2015,272076,Mujeres
   Portugal,620,2015,961374,Mujeres
   San Marino,674,2015,2419,Mujeres
   Serbia*,688,2015,420550,Mujeres
   Slovenia,705,2015,75365,Mujeres
   Spain*,724,2015,690514,Mujeres
  Western Europe,926,2015,4424078,Mujeres
   Austria,40,2015,281367,Mujeres
   Belgium,56,2015,271837,Mujeres
   France*,250,2015,1095545,Mujeres
   Germany,276,2015,1940952,Mujeres
   Liechtenstein,438,2015,1971,Mujeres
   Luxembourg,442,2015,36644,Mujeres
   Monaco,492,2015,15402,Mujeres
   Netherlands*,528,2015,431463,Mujeres
   Switzerland,756,2015,348897,Mujeres
 LATIN AMERICA AND THE CARIBBEAN,904,2015,18623861,Mujeres
  Caribbean,915,2015,4332390,Mujeres
   Anguilla*,660,2015,1203,Mujeres
   Antigua and Barbuda,28,2015,28397,Mujeres
   Aruba*,533,2015,9364,Mujeres
   Bahamas,44,2015,24850,Mujeres
   Barbados,52,2015,54727,Mujeres
"   Bonaire, Sint Eustatius and Saba*",535,2015,4048,Mujeres
   British Virgin Islands*,92,2015,2873,Mujeres
   Cayman Islands*,136,2015,913,Mujeres
   Cuba,192,2015,803437,Mujeres
   Curaçao*,531,2015,3098,Mujeres
   Dominica,212,2015,42143,Mujeres
   Dominican Republic,214,2015,846122,Mujeres
   Grenada,308,2015,39030,Mujeres
   Guadeloupe*,312,2015,7319,Mujeres
   Haiti,332,2015,673693,Mujeres
   Jamaica,388,2015,591249,Mujeres
   Martinique*,474,2015,7159,Mujeres
   Montserrat*,500,2015,11273,Mujeres
   Puerto Rico*,630,2015,874206,Mujeres
   Saint Barthélemy*,652,2015,0,Mujeres
   Saint Kitts and Nevis,659,2015,22097,Mujeres
   Saint Lucia,662,2015,33738,Mujeres
   Saint Martin (French part)*,663,2015,0,Mujeres
   Saint Vincent and the Grenadines,670,2015,33230,Mujeres
   Sint Maarten (Dutch part)*,534,2015,997,Mujeres
   Trinidad and Tobago,780,2015,214059,Mujeres
   Turks and Caicos Islands*,796,2015,1418,Mujeres
   United States Virgin Islands*,850,2015,1747,Mujeres
  Central America,916,2015,7851740,Mujeres
   Belize,84,2015,36484,Mujeres
   Costa Rica,188,2015,79121,Mujeres
   El Salvador,222,2015,759434,Mujeres
   Guatemala,320,2015,560261,Mujeres
   Honduras,340,2015,424188,Mujeres
   Mexico,484,2015,5565115,Mujeres
   Nicaragua,558,2015,350472,Mujeres
   Panama,591,2015,76665,Mujeres
  South America,931,2015,6439731,Mujeres
   Argentina,32,2015,481017,Mujeres
   Bolivia (Plurinational State of),68,2015,433151,Mujeres
   Brazil,76,2015,867193,Mujeres
   Chile,152,2015,326820,Mujeres
   Colombia,170,2015,1464470,Mujeres
   Ecuador,218,2015,592621,Mujeres
   Falkland Islands (Malvinas)*,238,2015,792,Mujeres
   French Guiana*,254,2015,2670,Mujeres
   Guyana,328,2015,258873,Mujeres
   Paraguay,600,2015,482486,Mujeres
   Peru,604,2015,804246,Mujeres
   Suriname,740,2015,141828,Mujeres
   Uruguay,858,2015,185978,Mujeres
   Venezuela (Bolivarian Republic of),862,2015,397586,Mujeres
 NORTHERN AMERICA,905,2015,2154270,Mujeres
   Bermuda*,60,2015,8218,Mujeres
   Canada,124,2015,784389,Mujeres
   Greenland*,304,2015,9557,Mujeres
   Saint Pierre and Miquelon*,666,2015,178,Mujeres
   United States of America*,840,2015,1351928,Mujeres
 OCEANIA ,909,2015,887911,Mujeres
  Australia and New Zealand,927,2015,633506,Mujeres
   Australia*,36,2015,270033,Mujeres
   New Zealand*,554,2015,363473,Mujeres
  Melanesia,928,2015,120246,Mujeres
   Fiji,242,2015,109257,Mujeres
   New Caledonia*,540,2015,2859,Mujeres
   Papua New Guinea,598,2015,2629,Mujeres
   Solomon Islands,90,2015,1973,Mujeres
   Vanuatu,548,2015,3528,Mujeres
  Micronesia,954,2015,21081,Mujeres
   Guam*,316,2015,1151,Mujeres
   Kiribati,296,2015,2110,Mujeres
   Marshall Islands,584,2015,3862,Mujeres
   Micronesia (Fed. States of),583,2015,10321,Mujeres
   Nauru,520,2015,1139,Mujeres
   Northern Mariana Islands*,580,2015,1268,Mujeres
   Palau,585,2015,1230,Mujeres
  Polynesia*,957,2015,113078,Mujeres
   American Samoa*,16,2015,969,Mujeres
   Cook Islands*,184,2015,10864,Mujeres
   French Polynesia*,258,2015,896,Mujeres
   Niue*,570,2015,2728,Mujeres
   Samoa,882,2015,59346,Mujeres
   Tokelau*,772,2015,1075,Mujeres
   Tonga,776,2015,29727,Mujeres
   Tuvalu,798,2015,1610,Mujeres
   Wallis and Futuna Islands*,876,2015,5863,Mujeres
OTHER,2003,2015,5233330,Mujeres
WORLD,900,2020,134942261,Mujeres
  Sub-Saharan Africa,947,2020,13551736,Mujeres
  Northern Africa and Western Asia,1833,2020,16622770,Mujeres
  Central and Southern Asia,921,2020,20017972,Mujeres
  Eastern and South-Eastern Asia,1832,2020,19598828,Mujeres
  Latin America and the Caribbean,1830,2020,22193206,Mujeres
  Oceania (excluding Australia and New Zealand),1835,2020,291478,Mujeres
  Australia and New Zealand,927,2020,711082,Mujeres
  Europe and Northern America,1829,2020,35831236,Mujeres
  Developed regions,901,2020,36988213,Mujeres
  Less developed regions,902,2020,91830095,Mujeres
" Less developed regions, excluding least developed countries",934,2020,71028827,Mujeres
" Less developed regions, excluding China",948,2020,85565160,Mujeres
  Least developed countries,941,2020,20801268,Mujeres
  Land-locked Developing Countries (LLDC),1636,2020,17130334,Mujeres
  Small island developing States (SIDS),1637,2020,6141558,Mujeres
  High-income countries,1503,2020,27251559,Mujeres
  Middle-income countries,1517,2020,84500002,Mujeres
 Upper-middle-income countries,1502,2020,45646534,Mujeres
 Lower-middle-income countries,1501,2020,38853468,Mujeres
  Low-income countries,1500,2020,16907452,Mujeres
 AFRICA,903,2020,18837331,Mujeres
  Eastern Africa,910,2020,5890849,Mujeres
   Burundi,108,2020,276192,Mujeres
   Comoros,174,2020,77821,Mujeres
   Djibouti,262,2020,9072,Mujeres
   Eritrea,232,2020,379941,Mujeres
   Ethiopia,231,2020,435867,Mujeres
   Kenya,404,2020,282589,Mujeres
   Madagascar,450,2020,118550,Mujeres
   Malawi,454,2020,125626,Mujeres
   Mauritius*,480,2020,100183,Mujeres
   Mayotte*,175,2020,3462,Mujeres
   Mozambique,508,2020,254220,Mujeres
   Réunion*,638,2020,1875,Mujeres
   Rwanda,646,2020,251302,Mujeres
   Seychelles,690,2020,16634,Mujeres
   Somalia,706,2020,969435,Mujeres
   South Sudan,728,2020,1304766,Mujeres
   Uganda,800,2020,408705,Mujeres
   United Republic of Tanzania*,834,2020,165388,Mujeres
   Zambia,894,2020,107079,Mujeres
   Zimbabwe,716,2020,602142,Mujeres
  Middle Africa,911,2020,2197096,Mujeres
   Angola,24,2020,333680,Mujeres
   Cameroon,120,2020,221636,Mujeres
   Central African Republic,140,2020,407182,Mujeres
   Chad,148,2020,102409,Mujeres
   Congo,178,2020,110314,Mujeres
   Democratic Republic of the Congo,180,2020,915890,Mujeres
   Equatorial Guinea,226,2020,60021,Mujeres
   Gabon,266,2020,25187,Mujeres
   Sao Tome and Principe,678,2020,20777,Mujeres
  Northern Africa,912,2020,5285595,Mujeres
   Algeria,12,2020,936686,Mujeres
   Egypt,818,2020,1268575,Mujeres
   Libya,434,2020,84392,Mujeres
   Morocco,504,2020,1554794,Mujeres
   Sudan,729,2020,949203,Mujeres
   Tunisia,788,2020,399864,Mujeres
   Western Sahara,732,2020,92081,Mujeres
  Southern Africa,913,2020,649549,Mujeres
   Botswana,72,2020,23831,Mujeres
   Eswatini,748,2020,25700,Mujeres
   Lesotho,426,2020,112597,Mujeres
   Namibia,516,2020,24158,Mujeres
   South Africa,710,2020,463263,Mujeres
  Western Africa,914,2020,4814242,Mujeres
   Benin,204,2020,316489,Mujeres
   Burkina Faso,854,2020,705008,Mujeres
   Cabo Verde,132,2020,102526,Mujeres
   Côte d'Ivoire,384,2020,578079,Mujeres
   Gambia,270,2020,45796,Mujeres
   Ghana,288,2020,474892,Mujeres
   Guinea,324,2020,238728,Mujeres
   Guinea-Bissau,624,2020,51158,Mujeres
   Liberia,430,2020,117329,Mujeres
   Mali,466,2020,561454,Mujeres
   Mauritania,478,2020,50167,Mujeres
   Niger,562,2020,163391,Mujeres
   Nigeria,566,2020,792768,Mujeres
   Saint Helena*,654,2020,2904,Mujeres
   Senegal,686,2020,263323,Mujeres
   Sierra Leone,694,2020,76343,Mujeres
   Togo,768,2020,273887,Mujeres
 ASIA,935,2020,50953975,Mujeres
  Central Asia,5500,2020,4028125,Mujeres
   Kazakhstan,398,2020,2269191,Mujeres
   Kyrgyzstan,417,2020,406111,Mujeres
   Tajikistan,762,2020,249458,Mujeres
   Turkmenistan,795,2020,126958,Mujeres
   Uzbekistan,860,2020,976407,Mujeres
  Eastern Asia,906,2020,7921840,Mujeres
   China*,156,2020,5692658,Mujeres
"   China, Hong Kong SAR*",344,2020,491682,Mujeres
"   China, Macao SAR*",446,2020,80595,Mujeres
"   China, Taiwan Province of China*",158,2020,0,Mujeres
   Dem. People's Republic of Korea,408,2020,52215,Mujeres
   Japan,392,2020,445895,Mujeres
   Mongolia,496,2020,42732,Mujeres
   Republic of Korea,410,2020,1116063,Mujeres
  South-Eastern Asia,920,2020,11676988,Mujeres
   Brunei Darussalam,96,2020,19515,Mujeres
   Cambodia,116,2020,591815,Mujeres
   Indonesia,360,2020,2040599,Mujeres
   Lao People's Democratic Republic,418,2020,724859,Mujeres
   Malaysia*,458,2020,1054880,Mujeres
   Myanmar,104,2020,1387852,Mujeres
   Philippines,608,2020,3289340,Mujeres
   Singapore,702,2020,181633,Mujeres
   Thailand,764,2020,663529,Mujeres
   Timor-Leste,626,2020,17792,Mujeres
   Viet Nam,704,2020,1705174,Mujeres
  Southern Asia,5501,2020,15989847,Mujeres
   Afghanistan,4,2020,2627519,Mujeres
   Bangladesh,50,2020,2429833,Mujeres
   Bhutan,64,2020,25703,Mujeres
   India,356,2020,6137451,Mujeres
   Iran (Islamic Republic of),364,2020,616249,Mujeres
   Maldives,462,2020,1970,Mujeres
   Nepal,524,2020,1138005,Mujeres
   Pakistan,586,2020,2181329,Mujeres
   Sri Lanka,144,2020,831788,Mujeres
  Western Asia,922,2020,11337175,Mujeres
   Armenia,51,2020,444753,Mujeres
   Azerbaijan*,31,2020,540522,Mujeres
   Bahrain,48,2020,34499,Mujeres
