"Region, development group, country or area",Notes,Location code,Type of data,Year,Numero de Migrantes,Género
   Palau,0,585,B,2015C,27.9,Combinado
  Polynesia*,0,957,0,2015C,10.5,Combinado
   American Samoa*,0,16,B,2015C,42.1,Combinado
   Cook Islands*,37.0,184,B R,2015C,23.7,Combinado
   French Polynesia*,38.0,258,B R,2015C,11.0,Combinado
   Niue*,39.0,570,B,2015C,36.5,Combinado
   Samoa,0,882,B R,2015C,2.2,Combinado
   Tokelau*,40.0,772,B R,2015C,95.0,Combinado
   Tonga,0,776,B R,2015C,3.9,Combinado
   Tuvalu,0,798,C,2015C,2.1,Combinado
   Wallis and Futuna Islands*,41.0,876,B R,2015C,16.7,Combinado
   Burundi,0,108,B R,2020C,2.9,Combinado
   Comoros,0,174,B,2020C,1.4,Combinado
   Djibouti,0,262,B R,2020C,12.1,Combinado
   Eritrea,0,232,I R,2020C,0.4,Combinado
   Ethiopia,0,231,B R,2020C,0.9,Combinado
   Kenya,0,404,B R,2020C,2.0,Combinado
   Madagascar,0,450,C R,2020C,0.1,Combinado
   Malawi,0,454,B R,2020C,1.0,Combinado
   Mauritius*,0,480,C,2020C,2.3,Combinado
   Mayotte*,1.0,175,B R,2020C,40.9,Combinado
   Mozambique,0,508,B R,2020C,1.1,Combinado
   Réunion*,2.0,638,B,2020C,14.7,Combinado
   Rwanda,0,646,B R,2020C,4.0,Combinado
   Seychelles,0,690,B,2020C,13.3,Combinado
   Somalia,0,706,I R,2020C,0.4,Combinado
   South Sudan,0,728,B R,2020C,7.9,Combinado
   Uganda,0,800,B R,2020C,3.8,Combinado
   United Republic of Tanzania*,0,834,B R,2020C,0.7,Combinado
   Zambia,0,894,B R,2020C,1.0,Combinado
   Zimbabwe,0,716,B R,2020C,2.8,Combinado
  Middle Africa,0,911,0,2020C,2.2,Combinado
   Angola,0,24,B R,2020C,2.0,Combinado
   Cameroon,0,120,B R,2020C,2.2,Combinado
   Central African Republic,0,140,C R,2020C,1.8,Combinado
   Chad,0,148,B R,2020C,3.3,Combinado
   Congo,0,178,B R,2020C,7.0,Combinado
   Democratic Republic of the Congo,0,180,B R,2020C,1.1,Combinado
   Equatorial Guinea,0,226,C,2020C,16.4,Combinado
   Gabon,0,266,C R,2020C,18.7,Combinado
   Sao Tome and Principe,0,678,C,2020C,1.0,Combinado
  Northern Africa,0,912,0,2020C,1.3,Combinado
   Algeria,0,12,B R,2020C,0.6,Combinado
   Egypt,0,818,B R,2020C,0.5,Combinado
   Libya,0,434,C R,2020C,12.0,Combinado
   Morocco,0,504,C R,2020C,0.3,Combinado
   Sudan,3.0,729,B R,2020C,3.1,Combinado
   Tunisia,0,788,C R,2020C,0.5,Combinado
   Western Sahara,0,732,I,2020C,0.9,Combinado
  Southern Africa,0,913,0,2020C,4.6,Combinado
   Botswana,0,72,B R,2020C,4.7,Combinado
   Eswatini,0,748,B R,2020C,2.8,Combinado
   Lesotho,0,426,C R,2020C,0.6,Combinado
   Namibia,0,516,B R,2020C,4.3,Combinado
   South Africa,0,710,B R,2020C,4.8,Combinado
  Western Africa,0,914,0,2020C,1.9,Combinado
   Benin,0,204,C B R,2020C,3.3,Combinado
   Burkina Faso,0,854,B R,2020C,3.5,Combinado
   Cabo Verde,0,132,B R,2020C,2.8,Combinado
   Côte d'Ivoire,0,384,C B R,2020C,9.7,Combinado
   Gambia,0,270,B R,2020C,8.9,Combinado
   Ghana,0,288,B R,2020C,1.5,Combinado
   Guinea,0,324,C B R,2020C,0.9,Combinado
   Guinea-Bissau,0,624,B R,2020C,0.9,Combinado
   Liberia,0,430,B R,2020C,1.7,Combinado
   Mali,0,466,B R,2020C,2.4,Combinado
   Mauritania,0,478,C R,2020C,3.9,Combinado
   Niger,0,562,B R,2020C,1.4,Combinado
   Nigeria,0,566,C R,2020C,0.6,Combinado
   Saint Helena*,4.0,654,C,2020C,7.2,Combinado
   Senegal,0,686,B R,2020C,1.6,Combinado
   Sierra Leone,0,694,B R,2020C,0.7,Combinado
   Togo,0,768,C R,2020C,3.4,Combinado
 ASIA,0,935,0,2020C,1.8,Combinado
  Central Asia,0,5500,0,2020C,7.5,Combinado
   Kazakhstan,0,398,B R,2020C,19.9,Combinado
   Kyrgyzstan,0,417,B R,2020C,3.1,Combinado
   Tajikistan,0,762,B R,2020C,2.9,Combinado
   Turkmenistan,0,795,B R,2020C,3.2,Combinado
   Uzbekistan,0,860,B R,2020C,3.5,Combinado
  Eastern Asia,0,906,0,2020C,0.5,Combinado
   China*,0,156,C,2020C,0.1,Combinado
"   China, Hong Kong SAR*",0,344,B R,2020C,39.5,Combinado
"   China, Macao SAR*",0,446,B,2020C,62.1,Combinado
"   China, Taiwan Province of China*",0,158,0,2020C,0.0,Combinado
   Dem. People's Republic of Korea,0,408,I,2020C,0.2,Combinado
   Japan,0,392,C,2020C,2.2,Combinado
   Mongolia,0,496,C R,2020C,0.7,Combinado
   Republic of Korea,0,410,C R,2020C,3.4,Combinado
  South-Eastern Asia,0,920,0,2020C,1.6,Combinado
   Brunei Darussalam,0,96,B,2020C,25.6,Combinado
   Cambodia,0,116,B R,2020C,0.5,Combinado
   Indonesia,0,360,B R,2020C,0.1,Combinado
   Lao People's Democratic Republic,0,418,C R,2020C,0.7,Combinado
   Malaysia*,0,458,C R,2020C,10.7,Combinado
   Myanmar,0,104,C,2020C,0.1,Combinado
   Philippines,0,608,C R,2020C,0.2,Combinado
   Singapore,0,702,B,2020C,43.1,Combinado
   Thailand,0,764,B R,2020C,5.2,Combinado
   Timor-Leste,0,626,B R,2020C,0.6,Combinado
   Viet Nam,0,704,C R,2020C,0.1,Combinado
  Southern Asia,0,5501,0,2020C,0.7,Combinado
   Afghanistan,0,4,B R,2020C,0.4,Combinado
   Bangladesh,0,50,B R,2020C,1.3,Combinado
   Bhutan,0,64,B,2020C,6.9,Combinado
   India,0,356,B R,2020C,0.4,Combinado
   Iran (Islamic Republic of),0,364,C R,2020C,3.3,Combinado
   Maldives,0,462,C,2020C,13.0,Combinado
   Nepal,0,524,B R,2020C,1.7,Combinado
   Pakistan,0,586,B R,2020C,1.5,Combinado
   Sri Lanka,0,144,B R,2020C,0.2,Combinado
  Western Asia,0,922,0,2020C,16.7,Combinado
   Armenia,0,51,B R,2020C,6.4,Combinado
   Azerbaijan*,0,31,B R,2020C,2.5,Combinado
   Bahrain,0,48,C R,2020C,55.0,Combinado
   Cyprus*,0,196,B,2020C,15.8,Combinado
   Georgia*,0,268,B R,2020C,2.0,Combinado
   Iraq,0,368,C R,2020C,0.9,Combinado
   Israel,0,376,B R,2020C,22.6,Combinado
   Jordan,0,400,C R,2020C,33.9,Combinado
   Kuwait,0,414,C R,2020C,72.8,Combinado
   Lebanon,0,422,B R,2020C,25.1,Combinado
   Oman,0,512,C R,2020C,46.5,Combinado
   Qatar,0,634,C,2020C,77.3,Combinado
   Saudi Arabia,0,682,C R,2020C,38.6,Combinado
   State of Palestine*,5.0,275,B,2020C,5.3,Combinado
   Syrian Arab Republic,0,760,C R,2020C,5.0,Combinado
   Turkey,0,792,B R,2020C,7.2,Combinado
   United Arab Emirates,0,784,C R,2020C,88.1,Combinado
   Yemen,0,887,C R,2020C,1.3,Combinado
 EUROPE,0,908,0,2020C,11.6,Combinado
  Eastern Europe,0,923,0,2020C,7.1,Combinado
   Belarus,0,112,B,2020C,11.3,Combinado
   Bulgaria,0,100,B,2020C,2.7,Combinado
   Czechia,0,203,C,2020C,5.1,Combinado
   Hungary,0,348,B,2020C,6.1,Combinado
   Poland,0,616,B,2020C,2.2,Combinado
   Republic of Moldova*,0,498,B,2020C,2.6,Combinado
   Romania,0,642,B,2020C,3.7,Combinado
   Russian Federation,0,643,B,2020C,8.0,Combinado
   Slovakia,0,703,B,2020C,3.6,Combinado
   Ukraine*,0,804,B,2020C,11.4,Combinado
  Northern Europe,0,924,0,2020C,14.1,Combinado
   Channel Islands*,6.0,830,B,2020C,48.4,Combinado
   Denmark*,7.0,208,B,2020C,12.4,Combinado
   Estonia,0,233,B,2020C,15.0,Combinado
   Faroe Islands*,8.0,234,B,2020C,13.9,Combinado
   Finland*,0,246,B,2020C,7.0,Combinado
   Iceland,0,352,B,2020C,19.2,Combinado
   Ireland,0,372,B,2020C,17.6,Combinado
   Isle of Man*,9.0,833,B,2020C,50.6,Combinado
   Latvia,0,428,B,2020C,12.7,Combinado
   Lithuania,0,440,B,2020C,5.3,Combinado
   Norway*,0,578,B,2020C,15.7,Combinado
   Sweden,0,752,B,2020C,19.8,Combinado
   United Kingdom*,10.0,826,B,2020C,13.8,Combinado
  Southern Europe,0,925,0,2020C,11.6,Combinado
   Albania,0,8,B,2020C,1.7,Combinado
   Andorra,0,20,C,2020C,59.0,Combinado
   Bosnia and Herzegovina,0,70,I R,2020C,1.1,Combinado
   Croatia,0,191,B,2020C,12.9,Combinado
   Gibraltar*,11.0,292,B,2020C,33.2,Combinado
   Greece,0,300,B,2020C,12.9,Combinado
   Holy See*,0,336,I,2020C,100.0,Combinado
   Italy,0,380,B,2020C,10.6,Combinado
   Malta,0,470,B,2020C,26.0,Combinado
   Montenegro,0,499,B,2020C,11.3,Combinado
   North Macedonia,0,807,B,2020C,6.3,Combinado
   Portugal,0,620,B,2020C,9.8,Combinado
   San Marino,0,674,C,2020C,16.3,Combinado
   Serbia*,0,688,B,2020C,9.4,Combinado
   Slovenia,0,705,B,2020C,13.4,Combinado
   Spain*,0,724,B,2020C,14.6,Combinado
  Western Europe,0,926,0,2020C,16.9,Combinado
   Austria,0,40,B,2020C,19.3,Combinado
   Belgium,0,56,B,2020C,17.3,Combinado
   France*,12.0,250,B,2020C,13.1,Combinado
   Germany,0,276,B,2020C,18.8,Combinado
   Liechtenstein,0,438,B,2020C,67.9,Combinado
   Luxembourg,0,442,B,2020C,47.6,Combinado
   Monaco,0,492,B,2020C,67.8,Combinado
   Netherlands*,13.0,528,B,2020C,13.8,Combinado
   Switzerland,0,756,B,2020C,28.8,Combinado
 LATIN AMERICA AND THE CARIBBEAN,0,904,0,2020C,2.3,Combinado
  Caribbean,0,915,0,2020C,3.7,Combinado
   Anguilla*,14.0,660,B R,2020C,38.1,Combinado
   Antigua and Barbuda,0,28,B R,2020C,30.0,Combinado
   Aruba*,15.0,533,B R,2020C,50.2,Combinado
   Bahamas,0,44,B R,2020C,16.2,Combinado
   Barbados,0,52,B R,2020C,12.1,Combinado
"   Bonaire, Sint Eustatius and Saba*",16.0,535,B,2020C,100.0,Combinado
   British Virgin Islands*,18.0,92,B R,2020C,73.3,Combinado
   Cayman Islands*,19.0,136,C R,2020C,44.5,Combinado
   Cuba,0,192,B,2020C,0.0,Combinado
   Curaçao*,20.0,531,B R,2020C,34.9,Combinado
   Dominica,0,212,B,2020C,11.5,Combinado
   Dominican Republic,0,214,B R,2020C,5.6,Combinado
   Grenada,0,308,B,2020C,6.4,Combinado
   Guadeloupe*,21.0,312,B,2020C,22.5,Combinado
   Haiti,0,332,B R,2020C,0.2,Combinado
   Jamaica,0,388,B R,2020C,0.8,Combinado
   Martinique*,22.0,474,B R,2020C,18.3,Combinado
   Montserrat*,23.0,500,B,2020C,27.6,Combinado
   Puerto Rico*,24.0,630,B,2020C,8.6,Combinado
   Saint Barthélemy*,0,652,0,2020C,0.0,Combinado
   Saint Kitts and Nevis,0,659,B R,2020C,14.5,Combinado
   Saint Lucia,0,662,B R,2020C,4.5,Combinado
   Saint Martin (French part)*,0,663,0,2020C,0.0,Combinado
   Saint Vincent and the Grenadines,0,670,B R,2020C,4.3,Combinado
   Sint Maarten (Dutch part)*,25.0,534,B R,2020C,67.3,Combinado
   Trinidad and Tobago,0,780,B R,2020C,5.6,Combinado
   Turks and Caicos Islands*,26.0,796,B R,2020C,66.5,Combinado
   United States Virgin Islands*,27.0,850,B,2020C,54.3,Combinado
  Central America,0,916,0,2020C,1.3,Combinado
   Belize,0,84,B R ,2020C,15.6,Combinado
   Costa Rica,0,188,B R,2020C,10.2,Combinado
   El Salvador,0,222,B R,2020C,0.7,Combinado
   Guatemala,0,320,B R,2020C,0.5,Combinado
   Honduras,0,340,B R,2020C,0.4,Combinado
   Mexico,0,484,B R,2020C,0.9,Combinado
   Nicaragua,0,558,B R,2020C,0.6,Combinado
   Panama,0,591,B R,2020C,7.3,Combinado
  South America,0,931,0,2020C,2.5,Combinado
   Argentina,0,32,B R,2020C,5.0,Combinado
   Bolivia (Plurinational State of),0,68,B R,2020C,1.4,Combinado
   Brazil,0,76,B R,2020C,0.5,Combinado
   Chile,0,152,B,2020C,8.6,Combinado
   Colombia,0,170,B,2020C,3.7,Combinado
   Ecuador,0,218,B R,2020C,4.4,Combinado
   Falkland Islands (Malvinas)*,28.0,238,B,2020C,56.2,Combinado
   French Guiana*,29.0,254,B R,2020C,39.9,Combinado
   Guyana,0,328,B R,2020C,4.0,Combinado
   Paraguay,0,600,B R,2020C,2.4,Combinado
   Peru,0,604,B R,2020C,3.7,Combinado
   Suriname,0,740,C R,2020C,8.1,Combinado
   Uruguay,0,858,B R,2020C,3.1,Combinado
   Venezuela (Bolivarian Republic of),0,862,B R,2020C,4.7,Combinado
 NORTHERN AMERICA,0,905,0,2020C,15.9,Combinado
   Bermuda*,30.0,60,B,2020C,31.7,Combinado
   Canada,0,124,B,2020C,21.3,Combinado
   Greenland*,31.0,304,B,2020C,10.4,Combinado
   Saint Pierre and Miquelon*,32.0,666,B,2020C,17.2,Combinado
   United States of America*,33.0,840,B,2020C,15.3,Combinado
 OCEANIA ,0,909,0,2020C,22.0,Combinado
   Australia*,0,36,B,2020C,30.1,Combinado
   New Zealand*,34.0,554,B,2020C,28.7,Combinado
  Melanesia,0,928,0,2020C,1.1,Combinado
   Fiji,0,242,B R,2020C,1.6,Combinado
   New Caledonia*,0,540,B,2020C,25.6,Combinado
   Papua New Guinea,0,598,C R,2020C,0.3,Combinado
   Solomon Islands,0,90,B R,2020C,0.4,Combinado
   Vanuatu,0,548,B R,2020C,1.1,Combinado
  Micronesia,0,954,0,2020C,21.7,Combinado
   Guam*,35.0,316,B,2020C,47.7,Combinado
   Kiribati,0,296,B,2020C,2.6,Combinado
   Marshall Islands,0,584,B,2020C,5.6,Combinado
   Micronesia (Fed. States of),0,583,B,2020C,2.5,Combinado
   Nauru,0,520,C R,2020C,20.3,Combinado
   Northern Mariana Islands*,36.0,580,B,2020C,38.0,Combinado
   Palau,0,585,B,2020C,28.1,Combinado
  Polynesia*,0,957,0,2020C,10.3,Combinado
   American Samoa*,0,16,B,2020C,42.8,Combinado
   Cook Islands*,37.0,184,B R,2020C,26.1,Combinado
   French Polynesia*,38.0,258,B R,2020C,10.7,Combinado
   Niue*,39.0,570,B,2020C,36.3,Combinado
   Samoa,0,882,B R,2020C,2.0,Combinado
   Tokelau*,40.0,772,B R,2020C,91.7,Combinado
   Tonga,0,776,B R,2020C,3.5,Combinado
   Tuvalu,0,798,C,2020C,2.0,Combinado
   Wallis and Futuna Islands*,41.0,876,B R,2020C,18.1,Combinado
   Burundi,0,108,B R,1990H,6.1,Hombres
   Comoros,0,174,B,1990H,3.3,Hombres
   Djibouti,0,262,B R,1990H,21.6,Hombres
   Eritrea,0,232,I R,1990H,0.6,Hombres
   Ethiopia,0,231,B R,1990H,2.5,Hombres
   Kenya,0,404,B R,1990H,1.4,Hombres
   Madagascar,0,450,C R,1990H,0.2,Hombres
   Malawi,0,454,B R,1990H,11.7,Hombres
   Mauritius*,0,480,C,1990H,0.3,Hombres
   Mayotte*,1.0,175,B R,1990H,18.1,Hombres
   Mozambique,0,508,B R,1990H,1.1,Hombres
   Réunion*,2.0,638,B,1990H,10.3,Hombres
   Rwanda,0,646,B R,1990H,2.2,Hombres
   Seychelles,0,690,B,1990H,6.3,Hombres
   Somalia,0,706,I R,1990H,6.7,Hombres
   South Sudan,0,728,B R,1990H,0.0,Hombres
   Uganda,0,800,B R,1990H,3.3,Hombres
   United Republic of Tanzania*,0,834,B R,1990H,2.3,Hombres
   Zambia,0,894,B R,1990H,3.6,Hombres
   Zimbabwe,0,716,B R,1990H,6.9,Hombres
  Middle Africa,0,911,0,1990H,2.1,Hombres
   Angola,0,24,B R,1990H,0.3,Hombres
   Cameroon,0,120,B R,1990H,2.5,Hombres
   Central African Republic,0,140,C R,1990H,2.6,Hombres
   Chad,0,148,B R,1990H,1.4,Hombres
   Congo,0,178,B R,1990H,5.6,Hombres
   Democratic Republic of the Congo,0,180,B R,1990H,2.1,Hombres
   Equatorial Guinea,0,226,C,1990H,0.7,Hombres
   Gabon,0,266,C R,1990H,15.7,Hombres
   Sao Tome and Principe,0,678,C,1990H,5.0,Hombres
  Northern Africa,0,912,0,1990H,1.7,Hombres
   Algeria,0,12,B R,1990H,1.2,Hombres
   Egypt,0,818,B R,1990H,0.3,Hombres
   Libya,0,434,C R,1990H,10.4,Hombres
   Morocco,0,504,C R,1990H,0.2,Hombres
   Sudan,3.0,729,B R,1990H,6.9,Hombres
   Tunisia,0,788,C R,1990H,0.5,Hombres
   Western Sahara,0,732,I,1990H,1.3,Hombres
  Southern Africa,0,913,0,1990H,4.1,Hombres
   Botswana,0,72,B R,1990H,2.7,Hombres
   Eswatini,0,748,B R,1990H,10.2,Hombres
   Lesotho,0,426,C R,1990H,0.6,Hombres
   Namibia,0,516,B R,1990H,9.2,Hombres
   South Africa,0,710,B R,1990H,3.9,Hombres
  Western Africa,0,914,0,1990H,2.6,Hombres
   Benin,0,204,C B R,1990H,1.7,Hombres
   Burkina Faso,0,854,B R,1990H,3.9,Hombres
   Cabo Verde,0,132,B R,1990H,2.8,Hombres
   Côte d'Ivoire,0,384,C B R,1990H,16.3,Hombres
   Gambia,0,270,B R,1990H,13.9,Hombres
   Ghana,0,288,B R,1990H,1.1,Hombres
   Guinea,0,324,C B R,1990H,6.6,Hombres
   Guinea-Bissau,0,624,B R,1990H,1.6,Hombres
   Liberia,0,430,B R,1990H,5.2,Hombres
   Mali,0,466,B R,1990H,2.0,Hombres
   Mauritania,0,478,C R,1990H,5.7,Hombres
   Niger,0,562,B R,1990H,1.4,Hombres
   Nigeria,0,566,C R,1990H,0.5,Hombres
   Saint Helena*,4.0,654,C,1990H,0.0,Hombres
   Senegal,0,686,B R,1990H,3.7,Hombres
   Sierra Leone,0,694,B R,1990H,5.8,Hombres
   Togo,0,768,C R,1990H,2.3,Hombres
 ASIA,0,935,0,1990H,1.6,Hombres
  Central Asia,0,5500,0,1990H,12.1,Hombres
   Kazakhstan,0,398,B R,1990H,21.0,Hombres
   Kyrgyzstan,0,417,B R,1990H,12.1,Hombres
   Tajikistan,0,762,B R,1990H,7.2,Hombres
   Turkmenistan,0,795,B R,1990H,7.4,Hombres
   Uzbekistan,0,860,B R,1990H,7.2,Hombres
  Eastern Asia,0,906,0,1990H,0.3,Hombres
   China*,0,156,C,1990H,0.0,Hombres
"   China, Hong Kong SAR*",0,344,B R,1990H,38.6,Hombres
"   China, Macao SAR*",0,446,B,1990H,56.7,Hombres
"   China, Taiwan Province of China*",0,158,0,1990H,0.0,Hombres
   Dem. People's Republic of Korea,0,408,I,1990H,0.2,Hombres
   Japan,0,392,C,1990H,0.9,Hombres
   Mongolia,0,496,C R,1990H,0.3,Hombres
   Republic of Korea,0,410,C R,1990H,0.1,Hombres
  South-Eastern Asia,0,920,0,1990H,0.7,Hombres
   Brunei Darussalam,0,96,B,1990H,30.7,Hombres
   Cambodia,0,116,B R,1990H,0.4,Hombres
   Indonesia,0,360,B R,1990H,0.3,Hombres
   Lao People's Democratic Republic,0,418,C R,1990H,0.6,Hombres
   Malaysia*,0,458,C R,1990H,4.4,Hombres
   Myanmar,0,104,C,1990H,0.4,Hombres
   Philippines,0,608,C R,1990H,0.3,Hombres
   Singapore,0,702,B,1990H,22.8,Hombres
   Thailand,0,764,B R,1990H,1.0,Hombres
   Timor-Leste,0,626,B R,1990H,1.2,Hombres
   Viet Nam,0,704,C R,1990H,0.0,Hombres
  Southern Asia,0,5501,0,1990H,1.7,Hombres
   Afghanistan,0,4,B R,1990H,0.5,Hombres
   Bangladesh,0,50,B R,1990H,0.9,Hombres
   Bhutan,0,64,B,1990H,7.1,Hombres
   India,0,356,B R,1990H,0.9,Hombres
   Iran (Islamic Republic of),0,364,C R,1990H,8.2,Hombres
   Maldives,0,462,C,1990H,4.2,Hombres
   Nepal,0,524,B R,1990H,1.3,Hombres
   Pakistan,0,586,B R,1990H,5.8,Hombres
   Sri Lanka,0,144,B R,1990H,0.3,Hombres
  Western Asia,0,922,0,1990H,11.8,Hombres
   Armenia,0,51,B R,1990H,15.8,Hombres
   Azerbaijan*,0,31,B R,1990H,4.5,Hombres
   Bahrain,0,48,C R,1990H,42.9,Hombres
   Cyprus*,0,196,B,1990H,5.3,Hombres
   Georgia*,0,268,B R,1990H,5.2,Hombres
   Iraq,0,368,C R,1990H,0.6,Hombres
   Israel,0,376,B R,1990H,34.7,Hombres
   Jordan,0,400,C R,1990H,31.4,Hombres
   Kuwait,0,414,C R,1990H,55.0,Hombres
   Lebanon,0,422,B R,1990H,19.4,Hombres
   Oman,0,512,C R,1990H,24.0,Hombres
   Qatar,0,634,C,1990H,70.9,Hombres
   Saudi Arabia,0,682,C R,1990H,36.6,Hombres
   State of Palestine*,5.0,275,B,1990H,12.4,Hombres
   Syrian Arab Republic,0,760,C R,1990H,5.8,Hombres
   Turkey,0,792,B R,1990H,2.2,Hombres
   United Arab Emirates,0,784,C R,1990H,77.8,Hombres
   Yemen,0,887,C R,1990H,1.2,Hombres
 EUROPE,0,908,0,1990H,7.0,Hombres
  Eastern Europe,0,923,0,1990H,6.9,Hombres
   Belarus,0,112,B,1990H,12.0,Hombres
   Bulgaria,0,100,B,1990H,0.2,Hombres
   Czechia,0,203,C,1990H,1.1,Hombres
   Hungary,0,348,B,1990H,3.1,Hombres
   Poland,0,616,B,1990H,2.6,Hombres
   Republic of Moldova*,0,498,B,1990H,11.4,Hombres
   Romania,0,642,B,1990H,0.5,Hombres
   Russian Federation,0,643,B,1990H,8.2,Hombres
   Slovakia,0,703,B,1990H,0.7,Hombres
   Ukraine*,0,804,B,1990H,12.3,Hombres
  Northern Europe,0,924,0,1990H,7.1,Hombres
   Channel Islands*,6.0,830,B,1990H,42.4,Hombres
   Denmark*,7.0,208,B,1990H,4.5,Hombres
   Estonia,0,233,B,1990H,23.5,Hombres
   Faroe Islands*,8.0,234,B,1990H,0.0,Hombres
   Finland*,0,246,B,1990H,1.3,Hombres
   Iceland,0,352,B,1990H,3.3,Hombres
   Ireland,0,372,B,1990H,6.4,Hombres
   Isle of Man*,9.0,833,B,1990H,0.0,Hombres
   Latvia,0,428,B,1990H,23.4,Hombres
   Lithuania,0,440,B,1990H,9.4,Hombres
   Norway*,0,578,B,1990H,4.7,Hombres
   Sweden,0,752,B,1990H,9.1,Hombres
   United Kingdom*,10.0,826,B,1990H,6.3,Hombres
  Southern Europe,0,925,0,1990H,2.9,Hombres
   Albania,0,8,B,1990H,1.8,Hombres
   Andorra,0,20,C,1990H,0.0,Hombres
   Bosnia and Herzegovina,0,70,I R,1990H,1.2,Hombres
   Croatia,0,191,B,1990H,9.6,Hombres
   Gibraltar*,11.0,292,B,1990H,0.0,Hombres
   Greece,0,300,B,1990H,6.5,Hombres
   Holy See*,0,336,I,1990H,0.0,Hombres
   Italy,0,380,B,1990H,2.3,Hombres
   Malta,0,470,B,1990H,3.9,Hombres
   Montenegro,0,499,B,1990H,0.0,Hombres
   North Macedonia,0,807,B,1990H,3.9,Hombres
   Portugal,0,620,B,1990H,4.4,Hombres
   San Marino,0,674,C,1990H,0.0,Hombres
   Serbia*,0,688,B,1990H,1.0,Hombres
   Slovenia,0,705,B,1990H,9.2,Hombres
   Spain*,0,724,B,1990H,2.0,Hombres
  Western Europe,0,926,0,1990H,10.2,Hombres
   Austria,0,40,B,1990H,10.0,Hombres
   Belgium,0,56,B,1990H,13.4,Hombres
   France*,12.0,250,B,1990H,10.9,Hombres
   Germany,0,276,B,1990H,8.6,Hombres
   Liechtenstein,0,438,B,1990H,0.0,Hombres
   Luxembourg,0,442,B,1990H,30.0,Hombres
   Monaco,0,492,B,1990H,0.0,Hombres
   Netherlands*,13.0,528,B,1990H,8.0,Hombres
   Switzerland,0,756,B,1990H,21.6,Hombres
 LATIN AMERICA AND THE CARIBBEAN,0,904,0,1990H,1.6,Hombres
  Caribbean,0,915,0,1990H,3.2,Hombres
   Anguilla*,14.0,660,B R,1990H,0.0,Hombres
   Antigua and Barbuda,0,28,B R,1990H,19.1,Hombres
   Aruba*,15.0,533,B R,1990H,21.0,Hombres
   Bahamas,0,44,B R,1990H,10.9,Hombres
   Barbados,0,52,B R,1990H,8.0,Hombres
"   Bonaire, Sint Eustatius and Saba*",16.0,535,B,1990H,0.0,Hombres
   British Virgin Islands*,18.0,92,B R,1990H,0.0,Hombres
   Cayman Islands*,19.0,136,C R,1990H,0.0,Hombres
   Cuba,0,192,B,1990H,0.3,Hombres
   Curaçao*,20.0,531,B R,1990H,0.0,Hombres
   Dominica,0,212,B,1990H,0.0,Hombres
   Dominican Republic,0,214,B R,1990H,5.1,Hombres
   Grenada,0,308,B,1990H,4.4,Hombres
   Guadeloupe*,21.0,312,B,1990H,17.2,Hombres
   Haiti,0,332,B R,1990H,0.3,Hombres
   Jamaica,0,388,B R,1990H,0.8,Hombres
   Martinique*,22.0,474,B R,1990H,11.0,Hombres
   Montserrat*,23.0,500,B,1990H,0.0,Hombres
   Puerto Rico*,24.0,630,B,1990H,9.3,Hombres
   Saint Barthélemy*,0,652,0,1990H,0.0,Hombres
   Saint Kitts and Nevis,0,659,B R,1990H,0.0,Hombres
   Saint Lucia,0,662,B R,1990H,3.9,Hombres
   Saint Martin (French part)*,0,663,0,1990H,0.0,Hombres
   Saint Vincent and the Grenadines,0,670,B R,1990H,3.6,Hombres
   Sint Maarten (Dutch part)*,25.0,534,B R,1990H,0.0,Hombres
   Trinidad and Tobago,0,780,B R,1990H,3.9,Hombres
   Turks and Caicos Islands*,26.0,796,B R,1990H,0.0,Hombres
   United States Virgin Islands*,27.0,850,B,1990H,49.0,Hombres
  Central America,0,916,0,1990H,1.6,Hombres
   Belize,0,84,B R ,1990H,17.3,Hombres
   Costa Rica,0,188,B R,1990H,13.5,Hombres
   El Salvador,0,222,B R,1990H,0.9,Hombres
   Guatemala,0,320,B R,1990H,2.4,Hombres
   Honduras,0,340,B R,1990H,5.6,Hombres
   Mexico,0,484,B R,1990H,0.8,Hombres
   Nicaragua,0,558,B R,1990H,1.0,Hombres
   Panama,0,591,B R,1990H,2.7,Hombres
  South America,0,931,0,1990H,1.5,Hombres
   Argentina,0,32,B R,1990H,5.0,Hombres
   Bolivia (Plurinational State of),0,68,B R,1990H,1.1,Hombres
   Brazil,0,76,B R,1990H,0.6,Hombres
   Chile,0,152,B,1990H,0.8,Hombres
   Colombia,0,170,B,1990H,0.3,Hombres
   Ecuador,0,218,B R,1990H,0.7,Hombres
   Falkland Islands (Malvinas)*,28.0,238,B,1990H,0.0,Hombres
   French Guiana*,29.0,254,B R,1990H,57.8,Hombres
   Guyana,0,328,B R,1990H,0.6,Hombres
   Paraguay,0,600,B R,1990H,4.8,Hombres
   Peru,0,604,B R,1990H,0.3,Hombres
   Suriname,0,740,C R,1990H,4.7,Hombres
   Uruguay,0,858,B R,1990H,3.0,Hombres
   Venezuela (Bolivarian Republic of),0,862,B R,1990H,5.2,Hombres
 NORTHERN AMERICA,0,905,0,1990H,9.8,Hombres
   Bermuda*,30.0,60,B,1990H,0.0,Hombres
   Canada,0,124,B,1990H,15.4,Hombres
   Greenland*,31.0,304,B,1990H,0.0,Hombres
   Saint Pierre and Miquelon*,32.0,666,B,1990H,0.0,Hombres
   United States of America*,33.0,840,B,1990H,9.2,Hombres
